1	1336	1337
2	1336	1337
3	1336	1337
4	1336	1337
5	1336	1337
6	1080	1125
6	1336	1337
7	1336	1337
8	1336	1337
9	1336	1337
10	1336	1337
11	1080	1125
11	1336	1337
12	1080	1125
12	1125	1336
12	1125	1337
12	1336	1337
13	1080	1336
13	1080	1337
13	1125	1337
13	1336	1337
14	1053	1080
14	1073	1125
14	1073	1080
14	1073	1097
14	1073	1336
14	1080	1336
14	1080	1337
14	1080	1125
14	1080	1097
14	1097	1125
14	1125	1337
14	1125	1336
14	1336	1337
15	1073	1337
15	1075	1125
15	1075	1336
15	1075	1080
15	1075	1337
15	1080	1336
15	1080	1189
15	1080	1125
15	1080	1337
15	1093	1125
15	1097	1125
15	1125	1336
15	1125	1189
15	1125	1337
15	1143	1337
15	1189	1336
15	1189	1337
15	1336	1337
16	1039	1080
16	1080	1125
16	1080	1093
16	1080	1143
16	1080	1164
16	1093	1125
16	1093	1146
16	1093	1164
16	1125	1138
16	1125	1199
16	1125	1146
16	1125	1164
16	1138	1143
16	1138	1337
16	1143	1337
17	1047	1125
17	1047	1228
17	1047	1189
17	1073	1138
17	1075	1142
17	1075	1164
17	1080	1142
17	1080	1125
17	1080	1228
17	1080	1144
17	1080	1107
17	1080	1109
17	1093	1125
17	1107	1125
17	1109	1125
17	1125	1164
17	1125	1144
17	1142	1164
17	1189	1337
17	1199	1337
17	1336	1337
18	1039	1138
18	1042	1125
18	1042	1080
18	1042	1210
18	1063	1080
18	1073	1146
18	1080	1125
18	1080	1210
18	1103	1125
18	1107	1125
18	1125	1210
18	1138	1337
18	1143	1146
18	1146	1337
18	1199	1228
19	1032	1080
19	1032	1125
19	1032	1208
19	1032	1210
19	1032	1042
19	1042	1125
19	1063	1125
19	1063	1080
19	1071	1208
19	1071	1125
19	1073	1103
19	1080	1125
19	1080	1208
19	1080	1180
19	1125	1208
19	1125	1180
19	1138	1189
19	1199	1228
20	1063	1200
20	1063	1146
20	1073	1189
20	1075	1189
20	1080	1125
20	1080	1090
20	1080	1121
20	1080	1200
20	1080	1104
20	1090	1125
20	1092	1125
20	1104	1125
20	1121	1125
20	1125	1180
20	1125	1200
20	1125	1198
20	1138	1189
20	1143	1180
20	1189	1199
21	1047	1337
21	1080	1198
21	1080	1125
21	1080	1187
21	1080	1215
21	1080	1086
21	1080	1335
21	1086	1125
21	1097	1104
21	1121	1337
21	1125	1198
21	1125	1187
21	1125	1215
21	1125	1337
21	1125	1335
21	1146	1198
21	1189	1337
21	1189	1200
21	1199	1228
22	1063	1336
22	1067	1336
22	1067	1125
22	1067	1359
22	1067	1334
22	1080	1175
22	1080	1125
22	1080	1336
22	1080	1193
22	1080	1334
22	1080	1105
22	1090	1189
22	1097	1199
22	1121	1175
22	1125	1175
22	1125	1337
22	1125	1336
22	1125	1193
22	1125	1180
22	1125	1334
22	1125	1360
22	1125	1212
22	1125	1358
22	1142	1164
22	1142	1208
22	1142	1189
22	1142	1199
22	1143	1199
22	1164	1208
22	1164	1198
22	1189	1210
22	1189	1228
22	1189	1199
22	1189	1334
22	1189	1360
22	1193	1359
